True,Button.left,"(1562, 623)",,0
True,Button.left,"(1055, 772)",,0.9121556282043457
False,,,Key.shift,1.0290884971618652
False,,,#,0.20736908912658691
False,,,Key.space,0.521090030670166
False,,,t,0.4154789447784424
False,,,y,0.25797533988952637
False,,,p,0.21470189094543457
False,,,i,0.3297412395477295
False,,,n,0.32128238677978516
False,,,g,0.6414966583251953
False,,,Key.space,0.4049208164215088
False,,,s,0.8100907802581787
False,,,o,0.17745590209960938
False,,,m,0.23967218399047852
False,,,e,0.2581596374511719
False,,,Key.space,0.2358705997467041
False,,,t,0.2543070316314697
False,,,h,0.25884056091308594
False,,,i,0.3786613941192627
False,,,n,0.30744218826293945
False,,,g,0.48172688484191895
True,Button.left,"(1596, 579)",,8.067446231842041
True,Button.left,"(1344, 668)",,1.6752357482910156
False,,,Key.ctrl,2.8742198944091797
